File Name,Pitch Data,Normalized Pitch Data
782.mid,"64,62,65,64,65,67,67,65,64,62,65,67,69,69,67,65,69,67,69,64,62,64,64,64,62,64,67,69,69,69,72,67,65,64,65,67,65,64,65,64,62,60,62,65,62,64,65,67,69,67,67,65,64,62,64,64,65,62,60,62,64,65,65,62,62,62,65,64,65,67,69,71,69,67,69,67,67,67,65,67,69,67,65,64,64,69,67,69,72,67,64","0.32142857142857145,0.25,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.35714285714285715,0.5,0.42857142857142855,0.5,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.25,0.32142857142857145,0.42857142857142855,0.5,0.5,0.5,0.6071428571428571,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.17857142857142858,0.25,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.25,0.25,0.25,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.32142857142857145"
783.mid,"67,67,72,71,72,74,72,74,76,74,74,76,77,76,74,72,72,72,74,76,72,72,71,67,69,72,67,69,67,67,65,65,69,72,74,72,74,76,77,76,74,74,71,72,74,69,69,67,67,69,71,72,71,69,72,69,67","0.42857142857142855,0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.75,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.75,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.5,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.42857142857142855"
784.mid,"64,62,67,69,72,72,72,72,71,69,67,67,67,69,64,65,67,67,67,67,69,72,69,67,67,65,62,65,67,69,65,67,65,64,64,65,64,62,64,65,67,69,67,65,67,65,64,65,65,65,62,65,64,60,60,57","0.32142857142857145,0.25,0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.25,0.35714285714285715,0.42857142857142855,0.5,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.32142857142857145,0.17857142857142858,0.17857142857142858,0.07142857142857142"
785.mid,"67,69,72,72,71,71,69,71,72,69,69,67,69,69,67,69,72,69,72,69,72,67,69,67,67,65,67,69,67,65,65,67,69,72,67,69,67,64,67,64,65,65,64,65,65,64,65,67,69,67,67,69,67,69,71,72,69,67,71,72,69,71,72,69,69,69,72,69,71,72,71,72,71,67,72,69,69,72,69,72,72,72,67,69,67,69,67,65,65,67,69,72,67,69,67,64,64,67,64,65,65,64,64,65,67,69,67,67,67,69,67,67,67,69,67,69,71,72,71,69,71,72,69,71,72,69,67,65,65,67,69,72,67,69,67,64,64,67,64,65,65,64","0.42857142857142855,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.5,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.6071428571428571,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5714285714285714,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5,0.5,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.6071428571428571,0.5,0.5,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5714285714285714,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145"
786.mid,"65,62,65,65,65,65,67,64,65,62,65,62,64,65,62,60,62,60,60,59,65,65,69,67,65,67,69,67,64,67,64,65,65,64,65,62,67,69,72,67,72,67,67,72,67,69,67,67,65,65,67,67,69,67,65,67,65,67,67,62,65,67,65,64,65,65,64,64,67,69,67,64,65,62,60,60,62,65,65,64,62,65,65,64,60,62,65,65,65,62,67,65,67,69,67,69,69,67,60,62,65,65,65,65,65,65,65,65,64,62,65,67,67,65,67,69,72,67,69,67,64,64,67,64,65,65,64","0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.25,0.17857142857142858,0.17857142857142858,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.25,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.25,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145"
787.mid,"67,72,71,72,74,72,76,74,76,76,74,74,74,76,79,76,74,74,72,74,74,71,72,74,74,76,74,72,72,71,69,67,69,67,67,69,72,69,72,72,74,72,72,71,69,72,71,72,74,69,69,67,74,72,72,74,76,74,76,74,72,72,71,72,74,76,74,74,74,76,74,74,74,74,74,74,76,79,76,74,72,74,74,74,71,72,74,74,76,74,72,72,71,69,72,69,71,72,74,76,74,74,74,74,74,74,72,72,74,72,72,74,76,72,72,71,67,69,72,67,69,67,67,65,69,72,72,71,72,71,69,72,71,72,74,72,71,69,69,71,72,69,67,69,72,69,67,69,69,67","0.42857142857142855,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.75,0.6785714285714286,0.75,0.75,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.8571428571428571,0.75,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.5,0.5,0.42857142857142855,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.8571428571428571,0.75,0.6785714285714286,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.75,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.75,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855"
788.mid,"65,65,65,64,64,62,64,65,67,67,69,67,69,69,72,69,67,67,69,67,64,62,64,65,67,67,65,64,64,65,62,62,60,60,62,64,65,67,64,62,64,64,69,67,69,72,67,64","0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.32142857142857145,0.35714285714285715,0.25,0.25,0.17857142857142858,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.32142857142857145,0.25,0.32142857142857145,0.32142857142857145,0.5,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.32142857142857145"
789.mid,"69,65,67,71,67,65,65,65,69,67,72,74,76,77,74,72,72,71,69,67,65,67,69,69,69,71,72,74,72,72,71,71,69,67,69,71,67,65,65,74,74,76,72,74,69","0.5,0.35714285714285715,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.5,0.42857142857142855,0.6071428571428571,0.6785714285714286,0.75,0.7857142857142857,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.5,0.5714285714285714,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.6785714285714286,0.6785714285714286,0.75,0.6071428571428571,0.6785714285714286,0.5"
790.mid,"65,67,69,69,69,69,67,69,71,67,65,65,65,67,64,65,67,65,67,69,69,67,67,67,69,71,72,65,72,69,67,67,65,65,69,71,69,71,67,65,65,62,65,65,69,69,65,67,69,67,65","0.35714285714285715,0.42857142857142855,0.5,0.5,0.5,0.5,0.42857142857142855,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.35714285714285715,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.5,0.5714285714285714,0.5,0.5714285714285714,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.5,0.5,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715"
791.mid,"65,62,65,65,65,67,65,65,62,65,62,65,62,64,65,67,69,67,67,67,67,69,69,67,67,65,65,67,69,72,67,69,67,64,67,64,65,65,64,62,67,69,72,69,69,69,67,67,65,67,69,67,69,67,65,64,65,65,64,65,62,65,65,65,64,67,69,67,64,65,62,60,60,65,65,64,62,65,65,64,60,62,65,65,65,65,65,65,65,64,62,67,65,67,69,67,69,69,67,69,67,67,65,65,67,69,72,67,69,67,64,64,67,64,65,65,64","0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.25,0.35714285714285715,0.25,0.35714285714285715,0.25,0.32142857142857145,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.42857142857142855,0.5,0.6071428571428571,0.5,0.5,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.25,0.17857142857142858,0.17857142857142858,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.17857142857142858,0.25,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.32142857142857145,0.25,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.32142857142857145,0.32142857142857145,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.35714285714285715,0.32142857142857145"
792.mid,"62,67,65,67,69,67,67,67,69,72,69,67,67,69,72,67,69,67,67,65,71,71,69,67,65,67,69,69,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,67,69,72,69,65,69,72,74,72,72,72,69,72,74,72,72,74,74,72,72,74,69,72,69,69,67,65,69,72,69,69,67,72,72,72,72,71,72,71,69,67,69,67,69,67,65,67,67,65,65,67,69,72,67,67,67,69,67,65,67,65,64,65,62,65,60,62,64,65,64,65,64,62,62,62,62,65,67,67,67,69,71,71,69,67,65,67,69,67,67,67,69,67,67,69,71,72,71,69,69,71,72,71,69,67,67,69,72,69,67,69,69,67","0.25,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.6071428571428571,0.5,0.35714285714285715,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5,0.6071428571428571,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.6785714285714286,0.6071428571428571,0.6071428571428571,0.6785714285714286,0.5,0.6071428571428571,0.5,0.5,0.42857142857142855,0.35714285714285715,0.5,0.6071428571428571,0.5,0.5,0.42857142857142855,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.6071428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.25,0.35714285714285715,0.17857142857142858,0.25,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.35714285714285715,0.32142857142857145,0.25,0.25,0.25,0.25,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.5,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.5,0.42857142857142855,0.42857142857142855,0.5,0.6071428571428571,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855"
